establecimiento,producto,marca,presentacion,gramaje,precio,aroma,frentes,nivel_de_percha,promoción,tipo_medida
coral,jabon,sahara,doypack,2lt,3.35,frutos rojos,1.0,1,,volumen
coral,jabon,kiyu,doypack,1l,2.58,frutos rojos,1.0,2,,volumen
coral,jabon,kiyu,doypack,1l,2.54,violeta silvestre,1.0,2,,volumen
coral,jabon,kiyu,doypack,1l,2.58,naranja fresh,1.0,2,,volumen
coral,jabon,kiyu,doypack,1l,2.58,brisa marina,1.0,ojos,,volumen
coral,jabon,kiyu,doypack,1l,2.58,crema,1.0,ojos,,volumen
coral,jabon,kiyu,doypack,1l,2.58,frutos rojos,1.0,ojos,,volumen
coral,jabon,kiyu,botella,1gl,9.83,almendra,2.0,1,,volumen
coral,jabon,recamier,doypack,1l,3.68,coco vainilla,1.0,2,,volumen
coral,jabon,dr clean,botella,1gl,8.27,durazno,2.0,1,,volumen
coral,jabon,coral,doypack,1l,3.25,citrico,2.0,2,,volumen
coral,jabon,coral,doypack,1l,3.22,flores,1.0,2,,volumen
coral,jabon,coral,doypack,1l,3.25,citrico,2.0,ojos,,volumen
coral,jabon,coral,doypack,1l,3.22,flores,2.0,ojos,,volumen
coral,jabon,coral,doypack,1l,3.25,citrico,2.0,3,,volumen
coral,jabon,coral,doypack,1l,3.22,flores,2.0,3,,volumen
coral,jabon,coral,doypack,1l,3.25,citrico,2.0,arriba,,volumen
coral,jabon,coral,doypack,1l,3.22,flores,2.0,arriba,,volumen
coral,jabon,coral,botella,1gl,10.29,citrico,3.0,1,,volumen
coral,jabon,coral,botella,1gl,10.29,manzna canela,2.0,1,,volumen
coral,jabon,coral,botella,375ml,3.72,flores,2.0,2,,volumen
coral,jabon,coral,botella,375ml,3.72,frutos rojos,1.0,2,,volumen
coral,jabon,coral,botella,375ml,3.67,fresas y granadas,1.0,2,,volumen
coral,jabon,coral,botella,375ml,3.72,manzana verde,2.0,ojos,,volumen
coral,jabon,coral,botella,375ml,3.72,citricos,1.0,ojos,,volumen
coral,jabon,coral,botella,375ml,3.67,limon,1.0,ojos,,volumen
coral,jabon,coral,botella,375ml,3.72,manzana verde,1.0,3,,volumen
coral,jabon,coral,botella,375ml,3.72,citricos,1.0,3,,volumen
coral,jabon,coral,botella,375ml,3.67,limon,1.0,3,,volumen
coral,jabon,coral,botella,375ml,3.67,flores,1.0,3,,volumen
coral,jabon,coral,botella,220ml,2.36,limon,1.0,3,,volumen
coral,jabon,coral,botella,220ml,2.36,manzana,1.0,3,,volumen
coral,jabon,coral,botella,220ml,2.37,flores,1.0,3,,volumen
coral,jabon,coral,botella,220ml,2.3,citricos,1.0,3,,volumen
coral,jabon,coral,botella,220ml,2.36,limon,1.0,arriba,,volumen
coral,jabon,coral,botella,220ml,2.36,manzana,1.0,arriba,,volumen
coral,jabon,coral,botella,220ml,2.37,flores,1.0,arriba,,volumen
coral,jabon,coral,botella,220ml,2.3,frutos rojos,1.0,arriba,,volumen
coral,jabon,ninacuro,doypack,500ml,3.73,brisa de naranja,2.0,2,2.98 con el 20% de descuento,volumen
coral,jabon,ninacuro,botella,450ml,3.73,manzanilla,2.0,3,,volumen
coral,jabon,ninacuro,botella,450ml,3.73,jardin de orquideas,2.0,3,,volumen
coral,jabon,ninacuro,botella,450ml,3.73,coco almendras,2.0,3,,volumen
coral,jabon,protex,doypack,500ml,4.0,avena,3.0,ojos,,volumen
coral,jabon,protex,doypack,800ml,5.9,avena,3.0,ojos,,volumen
coral,jabon,isabella,doypack,1l,2.39,fresas y granadas,1.0,ojos,,volumen
coral,jabon,isabella,doypack,1l,2.39,avena miel,1.0,3,,volumen
coral,jabon,isabella,doypack,1l,2.39,almendra,1.0,arriba,,volumen
coral,jabon,misty,doypack,900ml,5.01,tropical blosson,1.0,3,,volumen
coral,jabon,misty,doypack,900ml,5.01,almond milk,1.0,3,,volumen
coral,jabon,misty,doypack,400ml,4.32,mountain mist,1.0,arriba,,volumen
coral,jabon,misty,doypack,400ml,4.32,tropical blosson,1.0,3,,volumen
coral,jabon,esencial,doypack,500ml,2.45,dragon fruit,1.0,arriba,,volumen
coral,jabon,esencial,doypack,500ml,2.62,lavanda,1.0,arriba,,volumen
coral,jabon,purific,botella,400ml,4.14,brisa marina,1.0,arriba,,volumen
coral,jabon,jolly,botella,500ml,2.51,citrus,1.0,arriba,,volumen
coral,jabon,jolly,botella,500ml,2.51,almendra vainilla,3.0,arriba,,volumen
coral,jabon,maremma,botella,750ml,3.14,jazmin,1.0,ojos,,volumen
coral,jabon,maremma,botella,750ml,3.14,violeta,1.0,ojos,,volumen
aki,detergente líquido,ciclón,botella,3lt,10.32,floral,6.0,arriba,,volumen
aki,detergente líquido,ciclón,doypack,2.5lt,5.58,floral,2.0,3,,volumen
aki,detergente líquido,ciclón,doypack,2.5lt,5.58,con suavizante,2.0,3,,volumen
aki,detergente líquido,ciclón,doypack,1.3lt,4.89,limon,2.0,3,,volumen
aki,detergente líquido,ciclón,doypack,2.5lt,5.58,floral,2.0,ojos,,volumen
aki,detergente líquido,ciclón,doypack,2.5lt,5.58,con suavizante,2.0,ojos,,volumen
aki,detergente líquido,ciclón,doypack,1.3lt,4.89,limon,2.0,ojos,,volumen
aki,detergente líquido,ciclón,doypack,1.8lt,6.44,floral,2.0,ojos,,volumen
aki,detergente líquido,ciclón,doypack,1.8lt,6.44,con suavizante,2.0,ojos,,volumen
aki,detergente líquido,ciclón,doypack,1.3lt,4.89,floral,2.0,2,,volumen
aki,detergente líquido,ciclón,doypack,1.3lt,4.89,con suavizante,2.0,2,,volumen
aki,detergente líquido,ciclón,doypack,900ml,2.7,floral,2.0,1,,volumen
aki,detergente líquido,ciclón,doypack,900ml,2.7,con suavizante,2.0,1,,volumen
aki,detergente líquido,cierto,doypack,1l,3.04,floral,2.0,2,,volumen
aki,detergente líquido,cierto,doypack,1l,3.04,floral,2.0,ojos,,volumen
aki,detergente líquido,aki,botella,3lt,7.5,con suavizante,1.0,arriba,,volumen
aki,detergente líquido,aki,botella,2lt,5.99,con suavizante,2.0,3,,volumen
aki,detergente líquido,aki,botella,2lt,5.99,con suavizante,1.0,arriba,,volumen
aki,detergente líquido,deja,doypack,1.8lt,4.28,floral,4.0,3,,volumen
aki,detergente líquido,deja,doypack,1.8lt,4.28,floral,5.0,ojos,,volumen
aki,detergente líquido,deja,doypack,500ml,2.47,floral,4.0,ojos,,volumen
aki,detergente líquido,deja,doypack,500ml,2.47,floral,1.0,2,,volumen
aki,detergente líquido,deja,doypack,500ml,2.47,con suavizante,3.0,2,,volumen
aki,detergente líquido,deja,doypack,100ml,0.9,floral,4.0,1,,volumen
aki,detergente líquido,garza,doypack,1l,3.75,floral,2.0,1,,volumen
aki,detergente líquido,kalipto,doypack,1.8lt,4.71,con bicarbonato,3.0,2,,volumen
aki,detergente líquido,kalipto,botella,5lt,10.49,con bicarbonato,2.0,ojos,,volumen
aki,detergente líquido,alquimyst,botella,1gl,8.99,floral,2.0,arriba,,volumen
aki,detergente líquido,alquimyst,botella,1l,2.99,floral,3.0,arriba,,volumen
aki,desinfectante,la original,botella,1l,0.84,lavanda,5.0,1,,volumen
aki,desinfectante,la original,botella,1l,0.84,eucalipto,3.0,1,,volumen
aki,cloro,la original,botella,1l,0.54,original,4.0,1,,volumen
aki,cloro,clorox,botella,1gl,3.61,original,6.0,2,,volumen
aki,cloro,clorox,botella,2050g,1.82,original,6.0,ojos,,peso
aki,cloro,clorox,botella,1040g,1.58,floral,4.0,ojos,,peso
aki,cloro,clorox,botella,1040g,1.58,limon,1.0,ojos,,peso
aki,cloro,clorox,botella,1040g,1.58,original,4.0,ojos,,peso
aki,cloro,clorox,botella,1040g,1.58,floral,4.0,3,,peso
aki,cloro,clorox,botella,1040g,1.58,limon,2.0,3,,peso
aki,cloro,clorox,botella,1040g,1.58,original,4.0,3,,peso
aki,cloro,clorox,botella,500ml,0.9,original,7.0,arriba,,volumen
aki,cloro,clorox,botella,500ml,0.9,limon,4.0,arriba,,volumen
aki,cloro,la original,botella,1gl,2.85,limon,3.0,2,,volumen
aki,cloro,la original,botella,1gl,2.4,original,1.0,2,,volumen
aki,cloro,la original,botella,1gl,2.4,original,4.0,ojos,,volumen
aki,cloro,la original,botella,2lt,1.54,original,4.0,ojos,,volumen
aki,cloro,la original,botella,1l,0.54,original,5.0,3,,volumen
aki,cloro,la original,botella,500ml,0.49,original,4.0,arriba,,volumen
aki,cloro,livy,botella,1l,0.66,original,2.0,arriba,,volumen
aki,cloro,livy,botella,1l,0.66,original,1.0,3,,volumen
aki,cloro,fast,botella,4lt,2.99,limon,3.0,1,,volumen
aki,cloro,fast,botella,4lt,2.69,original,3.0,2,,volumen
aki,cloro,,botella,1gl,3.19,original,2.0,3,,volumen
aki,cloro,,botella,2lt,1.89,original,2.0,arriba,,volumen
aki,cloro,sanson,botella,4lt,3.78,original,2.0,1,,volumen
aki,cloro,sanson,botella,4lt,3.78,original,2.0,ojos,,volumen
aki,cloro,tips,botella,2lt,1.7,original,5.0,ojos,,volumen
aki,cloro,tips,botella,1l,0.95,original,3.0,3,,volumen
aki,cloro,tips,botella,1l,0.95,limon,3.0,3,,volumen
aki,cloro,tips,botella,3800ml,2.99,original,2.0,2,,volumen
aki,cloro,gama,botella,1l,0.59,original,2.0,3,,volumen
aki,cloro,aki,botella,2lt,1.99,limon,2.0,ojos,,volumen
aki,desinfectante,lysol,doypack,800ml,2.5,lavanda,1.0,1,,volumen
aki,desinfectante,kalipto,doypack,500ml,1.17,manzana verde,1.0,1,,volumen
aki,desinfectante,kalipto,botella,1gl,7.66,eucalipto,2.0,2,,volumen
aki,desinfectante,kalipto,botella,1gl,4.21,lavanda,2.0,2,,volumen
aki,desinfectante,kalipto,botella,2lt,4.21,eucalipto,2.0,ojos,,volumen
aki,desinfectante,kalipto,botella,2lt,4.21,frescura marina,1.0,ojos,,volumen
aki,desinfectante,kalipto,botella,2lt,4.21,manzana verde,1.0,ojos,,volumen
aki,desinfectante,kalipto,botella,1l,1.89,eucalipto,2.0,3,,volumen
aki,desinfectante,kalipto,botella,1l,2.06,mascotas,2.0,3,,volumen
aki,desinfectante,kalipto,botella,1l,2.35,naranja,2.0,3,,volumen
aki,desinfectante,kalipto,botella,1l,1.95,frescura marina,2.0,3,,volumen
aki,desinfectante,kalipto,botella,1l,2.3,con bicarbonato,1.0,arriba,,volumen
aki,desinfectante,kalipto,botella,1l,1.89,vainilla,4.0,arriba,,volumen
aki,desinfectante,kalipto,botella,1l,2.3,pasion frutal,1.0,arriba,,volumen
aki,desinfectante,kalipto,botella,1l,2.3,manzana verde,1.0,arriba,,volumen
aki,desinfectante,kalipto,botella,1l,1.84,lavanda,1.0,arriba,,volumen
aki,desinfectante,aki,doypack,900ml,1.48,lavanda,2.0,1,,volumen
aki,desinfectante,aki,botella,1gl,5.99,lavanda,1.0,2,,volumen
aki,desinfectante,aki,botella,1gl,5.99,naranja limon,1.0,2,,volumen
aki,desinfectante,aki,botella,900ml,1.5,eucalipto,3.0,arriba,,volumen
aki,desinfectante,aki,botella,900ml,1.69,naranja limon,1.0,ojos,,volumen
aki,desinfectante,aki,botella,900ml,1.69,manzana verde,1.0,ojos,,volumen
aki,desinfectante,aki,botella,900ml,1.5,manzana canela,2.0,ojos,,volumen
aki,desinfectante,aki,botella,900ml,1.69,lavanda,1.0,ojos,,volumen
aki,desinfectante,aki,botella,900ml,1.5,eucalipto,2.0,3,,volumen
aki,desinfectante,aki,botella,900ml,1.5,lavanda,2.0,3,,volumen
aki,desinfectante,aki,botella,900ml,1.5,lavanda,2.0,arriba,,volumen
aki,desinfectante,aki,botella,900ml,1.5,floral,2.0,3,,volumen
aki,desinfectante,aki,botella,1.8lt,2.89,eucalipto,2.0,3,,volumen
aki,desinfectante,aki,botella,1.8lt,2.89,manzana verde,1.0,3,,volumen
aki,desinfectante,aki,botella,1.8lt,2.89,lavanda,2.0,ojos,,volumen
aki,desinfectante,aki,botella,1.8lt,2.89,manzana canela,1.0,ojos,,volumen
aki,desinfectante,aki,botella,1gl,3.39,naranja limon,2.0,2,,volumen
aki,desinfectante,aki,botella,1gl,5.39,eucalipto,2.0,1,,volumen
aki,desinfectante,aki,botella,2lt,2.89,lavanda,1.0,1,,volumen
aki,desinfectante,aki,botella,2lt,2.89,manzana verde,1.0,1,,volumen
aki,desinfectante,aki,botella,2lt,2.89,floral,1.0,2,,volumen
aki,desinfectante,aki,botella,2lt,2.89,lavanda,1.0,2,,volumen
aki,desinfectante,aki,botella,2lt,2.89,manzana,1.0,2,,volumen
aki,desinfectante,aki,botella,1l,1.9,lavanda,1.0,arriba,,volumen
aki,desinfectante,aki,botella,1l,1.9,eucalipto,1.0,arriba,,volumen
aki,desinfectante,fabuloso,botella,3lt,6.06,naranja,2.0,1,,volumen
aki,desinfectante,fabuloso,botella,3lt,6.13,lavanda,2.0,1,,volumen
aki,desinfectante,olimpia,botella,900ml,2.1,vainilla,4.0,arriba,,volumen
aki,desinfectante,olimpia,botella,900ml,2.1,eucalipto,2.0,3,,volumen
aki,desinfectante,olimpia,botella,900ml,2.1,vainilla,2.0,3,,volumen
aki,desinfectante,olimpia,botella,900ml,1.84,manzana canela,2.0,3,,volumen
aki,desinfectante,olimpia,botella,900ml,1.95,flor de manzana,3.0,ojos,,volumen
aki,desinfectante,olimpia,botella,900ml,2.3,lavanda,3.0,ojos,,volumen
aki,desinfectante,olimpia,botella,900ml,2.4,frescura herbal,2.0,2,,volumen
aki,desinfectante,olimpia,botella,900ml,2.45,mascotas,3.0,2,,volumen
aki,desinfectante,olimpia,botella,2lt,3.48,vainilla y avellana,1.0,2,,volumen
aki,desinfectante,olimpia,botella,2lt,2.99,naranja,3.0,2,,volumen
aki,desinfectante,la original,botella,5lt,4.39,citronella y eucalipto,1.0,1,,volumen
aki,desinfectante,la original,botella,900ml,0.81,brisa marina,1.0,1,,volumen
aki,desinfectante,la original,botella,900ml,0.81,eucalipto,1.0,2,,volumen
aki,desinfectante,goldery,doypack,1l,1.38,lavanda,1.0,1,,volumen
aki,desinfectante,goldery,doypack,500ml,0.81,limon,1.0,1,,volumen
aki,desinfectante,huracan,botella,250ml,0.46,lavanda,1.0,1,,volumen
aki,desinfectante,sani,botella,1l,2.07,manzana canela,1.0,1,,volumen
aki,desinfectante,tips,botella,2lt,3.09,lavanda,2.0,1,,volumen
aki,desinfectante,tips,botella,2lt,3.09,frutilla,1.0,1,,volumen
aki,desinfectante,tips,botella,2lt,3.09,manzana verde,1.0,1,,volumen
aki,desinfectante,tips,botella,1gl,5.7,frutilla,1.0,2,,volumen
aki,desinfectante,tips,botella,1gl,5.7,manzana verde,1.0,2,,volumen
aki,desinfectante,tips,botella,1gl,5.7,frutilla,1.0,ojos,,volumen
aki,desinfectante,tips,botella,1gl,5.7,manzana verde,1.0,ojos,,volumen
aki,desinfectante,tips,botella,1l,1.79,manzana verde,2.0,3,,volumen
aki,desinfectante,tips,botella,1l,1.79,frutilla,2.0,3,,volumen
aki,desinfectante,tips,botella,1l,1.79,brisa marina,2.0,3,,volumen
aki,desinfectante,gama,botella,1l,0.99,lavanda,2.0,2,,volumen
aki,jabon liquido,dr clean,botella,3.8l,7.53,manzana verde,1.0,1,,volumen
aki,jabon liquido,dr clean,botella,3.8l,7.53,almendra,1.0,1,,volumen
aki,jabon liquido,dr clean,doypack,1.9l,4.0,durazno,2.0,2,,volumen
aki,jabon liquido,dr clean,doypack,1.9l,4.0,almendra,1.0,2,,volumen
aki,jabon liquido,dr clean,botella,2lt,3.56,durazno,2.0,ojos,,volumen
aki,jabon liquido,dr clean,botella,2lt,3.09,frutos rojos,1.0,ojos,,volumen
aki,jabon liquido,dr clean,botella,400ml,2.61,manzana,3.0,arriba,,volumen
aki,jabon liquido,la original,botella,1gl,7.23,almendra,2.0,1,,volumen
aki,jabon liquido,la original,botella,1gl,7.23,frutos rojos,2.0,1,,volumen
aki,jabon liquido,la original,botella,1gl,7.23,avena,1.0,1,,volumen
aki,jabon liquido,la original,doypack,1.9lt,3.85,frutos rojos,2.0,2,,volumen
aki,jabon liquido,la original,doypack,1l,3.0,frutos rojos,2.0,ojos,,volumen
aki,jabon liquido,la original,doypack,1l,3.0,almendra,1.0,ojos,,volumen
aki,jabon liquido,la original,doypack,500ml,2.08,frutos rojos,3.0,3,,volumen
aki,jabon liquido,la original,doypack,500ml,2.08,almendra,1.0,3,,volumen
aki,jabon liquido,aki,doypack,500ml,2.29,almendra,4.0,3,,volumen
aki,jabon liquido,gama,botella,500ml,1.27,coco vainilla,3.0,arriba,,volumen
aki,jabon liquido,gama,botella,500ml,1.27,yogurt arandanos,3.0,arriba,,volumen
aki,jabon liquido,gama,botella,250ml,2.99,coco vainilla,4.0,ojos,2.54 desceuento del 35%,volumen
aki,jabon liquido,gama,botella,250ml,2.99,cherry blosoom,3.0,ojos,,volumen
aki,jabon liquido,gama,doypack,1l,1.99,manzanilla,3.0,ojos,,volumen
aki,jabon liquido,gama,doypack,500ml,1.48,cherry blosoom,3.0,3,1.26 con el 15% de descuento,volumen
aki,jabon liquido,jolly,doypack,1l,4.01,almendra,2.0,1,,volumen
aki,jabon liquido,jolly,doypack,1l,4.01,floral,1.0,2,,volumen
aki,jabon liquido,jolly,doypack,1l,4.01,citrus,1.0,2,,volumen
aki,jabon liquido,jolly,doypack,1l,4.01,floral,3.0,ojos,,volumen
aki,jabon liquido,jolly,botella,500ml,2.62,almendra,2.0,3,,volumen
aki,jabon liquido,jolly,botella,500ml,2.62,citrus,5.0,ojos,,volumen
aki,jabon liquido,jolly,botella,500ml,2.62,floral,2.0,ojos,,volumen
aki,jabon liquido,misty,doypack,400ml,3.0,flor de plumeria,3.0,2,,volumen
aki,jabon liquido,misty,doypack,900ml,5.06,flor de plumeria,2.0,ojos,,volumen
aki,jabon liquido,ballerina,doypack,900ml,3.44,aceite de coco y jazmin,1.0,2,,volumen
aki,jabon liquido,ballerina,doypack,900ml,3.44,avena,1.0,2,,volumen
aki,jabon liquido,ballerina,doypack,900ml,3.44,yogurt arandanos,2.0,2,,volumen
aki,jabon liquido,isabella,doypack,650ml,1.55,pera silvestre,2.0,2,,volumen
aki,jabon liquido,isabella,doypack,650ml,1.55,fresas granadas,4.0,1,,volumen
aki,jabon liquido,isabella,doypack,1l,2.29,pera silvestre,3.0,ojos,,volumen
aki,jabon liquido,isabella,doypack,1l,2.29,pera silvestre,3.0,1,,volumen
aki,jabon liquido,isabella,botella,400ml,2.11,fresas y granadas,4.0,3,,volumen
aki,jabon liquido,clans,botella,500ml,1.79,avena,2.0,3,,volumen
aki,jabon liquido,family,doypack,1.9lt,3.88,avena,2.0,ojos,,volumen
aki,jabon liquido,simply,doypack,900ml,1.99,vainilla,3.0,ojos,,volumen
supermaxi,jabon liquido,jolly,doypack,1l,3.34,floral,4.0,1,,volumen
supermaxi,jabon liquido,jolly,doypack,1l,3.34,floral,4.0,2,,volumen
supermaxi,jabon liquido,jolly,doypack,1l,3.34,floral,4.0,ojos,,volumen
supermaxi,jabon liquido,jolly,doypack,1l,3.34,floral,4.0,3,,volumen
supermaxi,jabon liquido,jolly,doypack,1l,3.34,floral,4.0,arriba,,volumen
supermaxi,jabon liquido,protex,doypack,800ml,5.89,avena +prebiotico,3.0,1,,volumen
supermaxi,jabon liquido,protex,doypack,800ml,5.89,avena +prebiotico,3.0,2,,volumen
supermaxi,jabon liquido,protex,doypack,800ml,5.89,avena +prebiotico,3.0,ojos,,volumen
supermaxi,jabon liquido,protex,doypack,800ml,5.89,avena +prebiotico,3.0,3,,volumen
supermaxi,jabon liquido,ultracare,doypack,1l,2.33,vainilla,4.0,arriba,,volumen
supermaxi,jabon liquido,ultracare,doypack,1l,2.06,citrus,3.0,1,,volumen
supermaxi,jabon liquido,ultracare,doypack,1l,2.33,vainilla,4.0,3,,volumen
supermaxi,jabon liquido,ultracare,doypack,1l,2.33,vainilla,4.0,ojos,,volumen
supermaxi,jabon liquido,ultracare,doypack,1l,2.33,vainilla,4.0,2,,volumen
supermaxi,jabon liquido,ultracare,botella,200ml,2.89,coco lima,7.0,ojos,,volumen
supermaxi,jabon liquido,ultracare,botella,200ml,2.89,red berries,3.0,ojos,,volumen
supermaxi,jabon liquido,ultracare,botella,500ml,2.43,blossom citrus,8.0,ojos,,volumen
supermaxi,jabon liquido,ultracare,botella,500ml,1.64,vainilla,3.0,ojos,,volumen
supermaxi,jabon liquido,ultracare,botella,500ml,1.64,vainilla,3.0,arriba,,volumen
supermaxi,jabon liquido,ultracare,botella,500ml,2.29,japanese citrus,3.0,arriba,,volumen
supermaxi,jabon liquido,ultracare,botella,500ml,2.43,japanese citrus,5.0,ojos,,volumen
supermaxi,jabon liquido,recamier,doypack,500ml,2.09,avena y miel,3.0,2,,volumen
supermaxi,jabon liquido,recamier,doypack,1l,3.65,avena y miel,3.0,1,,volumen
supermaxi,jabon liquido,misty,botella,230ml,4.5,golden elixir,5.0,ojos,,volumen
supermaxi,jabon liquido,clans,botella,500ml,1.6,avena,2.0,ojos,,volumen
supermaxi,jabon liquido,clans,botella,500ml,1.6,cherry merlot,2.0,ojos,,volumen
supermaxi,jabon liquido,clans,botella,500ml,1.6,frutos rojos,2.0,ojos,,volumen
supermaxi,jabon liquido,esencial,doypack,500ml,2.7,cherry blosom,2.0,2,,volumen
supermaxi,jabon liquido,esencial,doypack,500ml,2.7,red berrues and dragon fuit,2.0,2,,volumen
supermaxi,jabon liquido,esencial,doypack,1.5lt,3.25,cherry blosom,3.0,1,,volumen
supermaxi,jabon liquido,esencial,botella,500ml,3.19,red berrues and dragon fuit,3.0,arriba,,volumen
supermaxi,jabon liquido,esencial,botella,500ml,3.19,vainilla & cherry blossom,3.0,arriba,,volumen
supermaxi,jabon liquido,lule,doypack,1l,6.03,mistica buttea,1.0,1,,volumen
supermaxi,jabon liquido,dr clean,botella,2lt,3.29,almendra,2.0,1,,volumen
supermaxi,jabon liquido,dr clean,botella,2lt,3.29,manzanilla,1.0,1,,volumen
supermaxi,jabon liquido,dr clean,botella,2lt,3.29,almendra,1.0,2,,volumen
supermaxi,jabon liquido,dr clean,botella,2lt,3.29,manzanilla,1.0,2,,volumen
supermaxi,jabon liquido,dr clean,botella,2lt,3.29,durazno,1.0,2,,volumen
supermaxi,jabon liquido,luana,botella,500ml,1.35,tea & flower,4.0,arriba,,volumen
hipermaxi,desinfectante,tips,botella,1l,1.78,lavanda,7.0,1,,volumen
hipermaxi,desinfectante,tips,botella,1l,1.78,lavanda,7.0,2,,volumen
hipermaxi,desinfectante,tips,botella,1l,1.78,lavanda,7.0,ojos,,volumen
hipermaxi,desinfectante,tips,botella,1l,1.78,manzana canela,7.0,3,,volumen
hipermaxi,desinfectante,tips,botella,2lt,3.11,lavanda,0.0,isla,,volumen
hipermaxi,desinfectante,tips,botella,1l,1.81,citronela,0.0,isla,,volumen
hipermaxi,desinfectante,tips,botella,2lt,3.11,citronela,0.0,isla,,volumen
hipermaxi,desinfectante,tips,botella,2lt,3.11,manzana canela,0.0,isla,,volumen
hipermaxi,desinfectante,olimpia,botella,900ml,2.05,vainilla y avellanas,0.0,isla,,volumen
hipermaxi,desinfectante,olimpia,botella,1gl,8.54,vainilla y avellanas,0.0,isla,,volumen
hipermaxi,desinfectante,olimpia,botella,1.8lt,3.35,vainilla y avellanas,0.0,isla,,volumen
hipermaxi,detergente liquido,mi comisariato,botella,2.9lt,7.19,poder enzimatico,0.0,isla,,volumen
hipermaxi,detergente liquido,mi comisariato,doypack,900ml,2.09,floral,3.0,ojos,,volumen
hipermaxi,detergente liquido,fabuloso,botella,5lt,11.7,floral,0.0,isla,,volumen
hipermaxi,detergente liquido,max,botella,5lt,10.7,con bicarbonato,0.0,isla,,volumen
hipermaxi,detergente liquido,deja,doypack,500ml,5.78,floral,3.0,ojos,,volumen
hipermaxi,detergente liquido,deja,botella,3lt,7.89,floral,3.0,2,,volumen
hipermaxi,detergente liquido,foca,botella,1l,3.17,floral,2.0,2,,volumen
hipermaxi,detergente liquido,foca,botella,10lt,22.9,floral,1.0,1,,volumen
hipermaxi,detergente liquido,zote,botella,1l,4.15,floral,1.0,2,,volumen
hipermaxi,detergente liquido,ciclon,botella,5lt,11.39,floral,3.0,1,,volumen
hipermaxi,detergente liquido,ciclon,doypack,2.5lt,6.29,floral,4.0,2,,volumen
hipermaxi,detergente liquido,ciclon,doypack,2.5lt,6.29,con suavizante,3.0,2,,volumen
hipermaxi,detergente liquido,ciclon,doypack,1.8lt,5.09,floral,2.0,ojos,,volumen
hipermaxi,detergente liquido,ciclon,doypack,1.8lt,5.09,con suavizante,2.0,ojos,,volumen
hipermaxi,detergente liquido,ciclon,doypack,1.8lt,5.09,con quitamanchas,2.0,3,,volumen
hipermaxi,detergente liquido,ciclon,doypack,1.8lt,5.09,con quitamanchas,2.0,arriba,,volumen
hipermaxi,detergente liquido,ciclon,doypack,1.3lt,4.66,citrico,3.0,ojos,,volumen
hipermaxi,detergente liquido,ciclon,doypack,1.3lt,4.66,floral,3.0,ojos,,volumen
hipermaxi,detergente liquido,ciclon,doypack,300ml,0.89,floral,5.0,3,,volumen
hipermaxi,detergente liquido,ciclon,doypack,300ml,0.89,quitamanchas,2.0,3,,volumen
hipermaxi,detergente liquido,ciclon,doypack,300ml,0.89,floral,6.0,arriba,,volumen
hipermaxi,detergente liquido,ciclon,doypack,300ml,0.89,quitamanchas,2.0,arriba,,volumen
hipermaxi,detergente liquido,kalipt,botella,5lt,10.7,con bicarbonato,2.0,1,,volumen
hipermaxi,detergente liquido,kalipt,botella,5lt,10.7,con bicarbonato,2.0,2,,volumen
hipermaxi,detergente liquido,kalipt,botella,5lt,11.95,con suavizante,2.0,1,,volumen
hipermaxi,detergente liquido,kalipt,botella,5lt,11.95,con suavizante,2.0,2,,volumen
hipermaxi,detergente liquido,kalipt,botella,5lt,11.89,sport,3.0,ojos,,volumen
hipermaxi,detergente liquido,kalipt,botella,3lt,7.59,sport,1.0,ojos,,volumen
hipermaxi,detergente liquido,eco,botella,5lt,5.85,floral,2.0,ojos,,volumen
hipermaxi,detergente liquido,tide,botella,946ml,9.9,floral,2.0,ojos,,volumen
hipermaxi,cloro,tips,botella,3.8lt,3.96,original,0.0,isla,,volumen
hipermaxi,cloro,clorox,botella,2080g,1.85,original,0.0,isla,,peso
hipermaxi,cloro,clorox,botella,2080g,1.85,original,10.0,ojos,,peso
hipermaxi,cloro,clorox,botella,1gl,4.52,original,7.0,2,,volumen
hipermaxi,cloro,clorox,botella,3950g,4.59,original,0.0,isla,,peso
hipermaxi,cloro,clorox,botella,2.8lt,2.6,limon,2.0,arriba,,volumen
hipermaxi,cloro,clorox,botella,2.8lt,2.6,limon,2.0,3,,volumen
hipermaxi,cloro,clorox,botella,1.04g,1.52,limon,2.0,arriba,,peso
hipermaxi,cloro,clorox,botella,1.04g,1.52,original,2.0,3,,peso
hipermaxi,cloro,clorox,botella,1.045g,1.29,original,7.0,3,,peso
hipermaxi,cloro,clorox,botella,1.045g,1.29,original,7.0,arriba,,peso
hipermaxi,cloro,mi comisariato,botella,1.8lt,1.55,limon,0.0,isla,,volumen
hipermaxi,cloro,mi comisariato,botella,1.8lt,1.55,original,0.0,isla,,volumen
hipermaxi,cloro,mi comisariato,botella,1l,0.79,original,5.0,arriba,,volumen
hipermaxi,cloro,mi comisariato,botella,1l,0.79,lavanda,3.0,arriba,,volumen
hipermaxi,cloro,mi comisariato,botella,1l,0.85,limon,6.0,arriba,,volumen
hipermaxi,cloro,mi comisariato,botella,1l,0.79,original,5.0,3,,volumen
hipermaxi,cloro,mi comisariato,botella,1l,0.79,lavanda,3.0,3,,volumen
hipermaxi,cloro,mi comisariato,botella,1l,0.85,limon,6.0,3,,volumen
